order_execution_datetime,trader,direction,ticker,expiration,contract_details,contract_price,timeframe,comment,success
11/06/2023 9:50 AM,mariac82,IN,LYV,1/19,87.5C,4.35,SWING,STOP AT YOUR OWN RISK. NO ALERT. JUST FOLLOWING FLOW ,0
11/13/2023 10:12 AM,mariac82,IN,GT,11/17,13.5C,0.3,SWING,STOP AT YOUR OWN RISK. SWIFT BULLISH. COBRA. TRADE ACCORDINGLY ,1
11/13/2023 10:56 AM,mariac82,IN,AMZN,12/29,150C,2.74,SWING,STOP AT YOUR OWN RISK. SWIFT BULLISH. ALPHA GOLD ,0
11/14/2023 7:28 AM,mariac82,IN,PFE,1/17/2025,35C,1.55,SWING,STOP AT YOUR OWN RISK. REPEATER BULLISH ,0
11/15/2023 6:40 AM,mariac82,IN,TGT,3/15,135C,6.6,SWING,STOP AT YOUR OWN RISK. NO ALERT. POST ER PLAY. THIS ONE COULD GET VOLATILE. TRADE ACCORDINGLY ,0
11/16/2023 6:44 AM,mariac82,IN,MSFT,11/17,375C,1.55,SWING,POSSIBLE SCALP STOP AT YOUR OWN RISK. REPEATER BULLISH. COBRA ,1
11/17/2023 6:43 AM,mariac82,IN,GPS,3/15,17C,1.9,SWING,STOP AT YOUR OWN RISK. NOT A FLOW PLAY. POST ER PLAY. THIS ONE CAN BE A LITTLE TRICKY TO TRADE. PLEASE TRADE ACCORDINGLY ,0
11/17/2023 6:54 AM,mariac82,IN,SHOP,11/24,73C,0.31,SWING,STOP AT YOUR OWN RISK. STEADY BULLISH. COBRA ,0
11/17/2023 7:24 AM,mariac82,IN,ELF,12/1,115C,5.1,SWING,STOP AT YOUR OWN RISK. STEADY BULLISH. SMALL POSITION ,0
11/20/2023 10:11 AM,mariac82,IN,QCOM,12/22,130C,3.19,SWING,STOP AT YOUR OWN RISK. STEADY BULLISH ,0
11/21/2023 10:43 AM,mariac82,IN,AMZN,12/1,142C,3.5,SWING,STOP AT YOUR OWN RISK. LARGE BULLISH,1
